Site_ID,Site_Name,Pulse_Name,Outcome,ARI_Status,ARI_Class,ARI_Class_Threshold,ARI_Female_Denominator_Confidence,Breeding_Type,Complex_Types,Hatch_Date,Substrate,Colony_Size,Deployment_Start,Deployment_End,ARI_Window_Female_Start,ARI_Window_Female_End,Incubation_Days,ARI_Total_Female_Recordings,Female_Detection_Recordings,Female_Detection_Rate,ARI_Window_Nestling_Start,ARI_Window_Nestling_End,Nestling_Days,ARI_Total_Nestling_Recordings,Nestling_Detection_Recordings,Nestling_Detection_Rate,ARI,Fledgling_Window_Start,Fledgling_Window_End,Fledgling_Days,Fledgling_Total_Recordings,Fledgling_Detection_Recordings,Fledgling_Detection_Rate,Fledglings_Present,Latest_Fledgling_Rec
48397,2023 OR Dizney Rd,2023 Oregon State - Warm Springs Dizney Lane p1,Partially Abandoned,OK,Reduced offspring acoustic activity,0.5,Stable female denominator,Simple,,2023-05-19,"Cattails, Himalayan blackberry",87,2023-04-29,2023-07-15,2023-05-10,2023-05-16,7,273,75,0.275,2023-05-24,2023-05-30,7,273,15,0.055,0.2,2023-05-28,2023-06-04,8,312,1,0.003,Yes,2023-06-03
48392,2023 OR Eureka Rd,2023 Oregon State - Metolius Eureka Lane p1,Successful,ND_INVALID_BREEDING_TYPE,Not ARI-scorable,0.5,Stable female denominator,Asynchronous,,2023-05-19,"Cattails, Himalayan blackberry",100,2023-04-29,2023-07-24,2023-05-10,2023-05-16,7,273,35,0.128,2023-05-24,2023-05-30,7,273,50,0.183,,2023-05-28,2023-06-04,8,312,62,0.199,Yes,2023-06-04
48445,2023 OR Prineville North,2023 Oregon State - Prineville Grimes Rd p1,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Sequential,,2023-05-15,Cattails,62,2023-04-29,2023-07-15,2023-05-06,2023-05-12,7,273,87,0.319,2023-05-20,2023-05-26,7,271,214,0.79,2.476,2023-05-24,2023-05-31,8,310,35,0.113,Yes,2023-05-29
48445,2023 OR Prineville North,2023 Oregon State - Prineville Grimes Rd p2,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Sequential,,2023-06-21,Cattails,62,2023-04-29,2023-07-15,2023-06-12,2023-06-18,7,271,49,0.181,2023-06-26,2023-07-02,7,273,103,0.377,2.083,2023-06-30,2023-07-07,8,312,9,0.029,Yes,2023-07-07
48796,2023 Panoche Creek Preserve - Corrals NW,2023 Panoche Creek Preserve - Corrals North West p1,Successful,NHD,Not ARI-scorable,0.5,Not evaluated,Simple,,NHD,"Fiddleneck, cheeseweed, London rocket, and Chilean chess",450,2023-04-29,2023-06-12,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48797,2023 Panoche Creek Preserve - Corrals SE,2023 Panoche Creek Preserve - Corrals Southeast p1,Successful,NHD,Not ARI-scorable,0.5,Not evaluated,Simple,,NHD,"Fiddleneck, cheeseweed, London rocket, and Chilean chess",450,2023-04-29,2023-06-12,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48440,2023 Peterson Ranch Pond - East,2023 Petersen Ranch Pond - East p1,No Colony,NHD,Not ARI-scorable,0.5,Not evaluated,No Colony,,NHD,Bulrush,No Colony,2023-04-05,2023-07-28,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48461,2023 Peterson Ranch Pond - West,2023 Petersen Ranch Pond - West p1,No Colony,NHD,Not ARI-scorable,0.5,Not evaluated,No Colony,,NHD,Bulrush,No Colony,2023-04-05,2023-07-28,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48475,2023 Plumas Arboga 2,2023 Plumas Arboga 2 p1,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Simple,,2023-06-07,Himalayan blackberry,7000,2023-05-26,2023-07-08,2023-05-29,2023-06-04,7,273,245,0.897,2023-06-12,2023-06-18,7,273,230,0.842,0.939,2023-06-16,2023-06-23,8,312,175,0.561,Yes,2023-06-23
48437,2023 Plumas Arboga 8 - North Regional Pond,2023 Plumas Arboga 8 p1,Partially Abandoned,OK,Reduced offspring acoustic activity,0.5,Stable female denominator,Sequential,,2023-05-06,Himalayan blackberry,4000,2023-04-21,2023-07-08,2023-04-27,2023-05-03,7,273,180,0.659,2023-05-11,2023-05-17,7,273,76,0.278,0.422,2023-05-15,2023-05-22,8,312,9,0.029,Yes,2023-05-22
48437,2023 Plumas Arboga 8 - North Regional Pond,2023 Plumas Arboga 8 p2,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Sequential,,2023-06-15,Himalayan blackberry,4000,2023-04-21,2023-07-08,2023-06-06,2023-06-12,7,273,160,0.586,2023-06-20,2023-06-26,7,273,242,0.886,1.512,2023-06-24,2023-07-01,8,312,121,0.388,Yes,2023-07-01
48764,2023 Rancho Jamul North Pond - fix lat lon,2023 Rancho Jamul - North Pond p1,Successful,ND_NO_FEMALE_CALLS,Not ARI-scorable,0.5,No female denominator,Simple,,2023-05-16,NEED,NEED,2023-03-27,2023-08-04,2023-05-07,2023-05-13,7,273,0,0.0,2023-05-21,2023-05-27,7,273,23,0.084,,2023-05-25,2023-06-01,8,312,10,0.032,Yes,2023-06-01
48765,2023 Rancho Jamul Site 1 fix lat lon,2023 Rancho Jamul - Site 1 p1,Successful,ND_NO_FEMALE_CALLS,Not ARI-scorable,0.5,No female denominator,Sequential,,2023-04-25,NEED,NEED,2023-03-27,2023-08-03,2023-04-16,2023-04-22,7,273,0,0.0,2023-04-30,2023-05-06,7,273,1,0.004,,2023-05-04,2023-05-11,8,312,1,0.003,Yes,2023-05-06
48765,2023 Rancho Jamul Site 1 fix lat lon,2023 Rancho Jamul - Site 1 p2,Successful,OK,Reduced offspring acoustic activity,0.5,Moderate female denominator,Sequential,,~2023-06-16,NEED,NEED,2023-03-27,2023-08-03,2023-06-07,2023-06-13,7,273,10,0.037,2023-06-21,2023-06-27,7,273,5,0.018,0.486,2023-06-25,2023-07-02,8,312,0,0.0,No,ND
48438,2023 Bridge St Pond,2023 San Jacinto Wildlife Area - Bridge St. Pond p1,No TRBL,NHD,Not ARI-scorable,0.5,Not evaluated,No TRBL,,NHD,"Bulrush, cattails",No Colony,2023-04-18,2023-05-06,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48439,2023 West of Davis,2023 San Jacinto Wildlife Area West of Davis Road p1,Successful,NHD,Not ARI-scorable,0.5,Not evaluated,Sequential,,NHD,Cattails,1000,2023-05-06,2023-06-29,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48439,2023 West of Davis,2023 San Jacinto Wildlife Area West of Davis Road p2,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Sequential,,2023-05-22,Cattails,1000,2023-05-06,2023-06-29,2023-05-13,2023-05-19,7,273,43,0.158,2023-05-27,2023-06-02,7,273,103,0.377,2.386,2023-05-31,2023-06-07,8,312,60,0.192,Yes,2023-06-05
48464,2023 San Luis NWR - West Bank Creek,2023 San Luis NWR - Fiddleneck Lake p1,Partially Abandoned,OK,Reduced offspring acoustic activity,0.5,Stable female denominator,Simple,,2023-06-15,"Milk thistle, mustard",500,2023-05-26,2023-07-12,2023-06-06,2023-06-12,7,273,55,0.201,2023-06-20,2023-06-26,7,273,15,0.055,0.274,2023-06-24,2023-07-01,8,312,4,0.013,Yes,2023-06-29
48447,2023 San Luis Bear Creek,2023 San Luis NWR - Tanager Slough p1,Partially Abandoned,OK,High offspring acoustic activity,0.5,Stable female denominator,Simple,,2023-07-05,Willows,550,2023-06-16,2023-07-24,2023-06-26,2023-07-02,7,273,199,0.729,2023-07-10,2023-07-16,7,273,113,0.414,0.568,2023-07-14,2023-07-21,8,312,14,0.045,Yes,2023-07-19
48466,2023 Sedgwick,2023 Sedgwick Reserve Pond p1,Successful,ND_INVALID_BREEDING_TYPE,Not ARI-scorable,0.5,Stable female denominator,Asynchronous,,2023-04-17,Cattails,300,2023-03-26,2023-07-29,2023-04-08,2023-04-14,7,273,42,0.154,2023-04-22,2023-04-28,7,273,124,0.454,,2023-04-26,2023-05-03,8,312,54,0.173,Yes,2023-05-03
48478,2023 South Virginia Road 3,2023 South Virginia Road 3 p1,No TRBL,NHD,Not ARI-scorable,0.5,Not evaluated,No TRBL,,NHD,"Himalayan blackberry, willows",No Colony,2023-04-11,2023-06-06,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48456,2023 Virginia at Ostrom,2023 Virginia at Ostrom p1,No Colony,NHD,Not ARI-scorable,0.5,Not evaluated,No Colony,,NHD,"Himalayan blackberry, cattails",No Colony,2023-04-18,2023-06-14,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48398,2023 WA Harder Spring,2023 Washington State - Harder Spring p1,Successful,NHD,Not ARI-scorable,0.5,Not evaluated,Sequential,,NHD,"Bulrush, cattails, common reed",165,2023-04-10,2023-08-09,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48398,2023 WA Harder Spring,2023 Washington State - Harder Spring p2,Successful,NHD,Not ARI-scorable,0.5,Not evaluated,Sequential,,NHD,"Bulrush, cattails, common reed",165,2023-04-10,2023-08-09,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
48393,2023 WA McCain Wetlands,2023 Washington State - McCain Wetlands p1,Partially Abandoned,OK,Reduced offspring acoustic activity,0.5,Stable female denominator,Simple,,~2023-05-10,"Cattails, common reed",200,2023-04-10,2023-08-07,2023-05-01,2023-05-07,7,273,81,0.297,2023-05-15,2023-05-21,7,273,30,0.11,0.37,2023-05-19,2023-05-26,8,312,10,0.032,Yes,2023-05-26
48471,2023 Wind Wolves Preserve site 1,2023 Wind Wolves Preserve - Los Lobos p1,Successful,ND_INVALID_BREEDING_TYPE,Not ARI-scorable,0.5,Moderate female denominator,Asynchronous,,2023-05-05,Stinging nettle,100,2023-04-07,2023-07-25,2023-04-26,2023-05-02,7,273,10,0.037,2023-05-10,2023-05-16,7,273,0,0.0,,2023-05-14,2023-05-21,8,312,16,0.051,Yes,2023-05-21
48469,2023 Wind Wolves Preserve Site 2,2023 Wind Wolves Preserve - Santiago Wetlands p1,Successful,ND_INVALID_BREEDING_TYPE,Not ARI-scorable,0.5,Stable female denominator,Asynchronous,,2023-05-01,"Cattails, Stinging nettle",300,2023-04-07,2023-07-25,2023-04-22,2023-04-28,7,273,63,0.231,2023-05-06,2023-05-12,7,273,18,0.066,,2023-05-10,2023-05-17,8,312,97,0.311,Yes,2023-05-17
65446,2024 Baja Rancho Cinega Redonda 1,2024 Baja Ciénega Redonda North p1,Successful,NHD,Not ARI-scorable,0.5,Not evaluated,Complex,"Asynchronous, Sequential",NHD,Cattails,350,2024-04-23,2024-08-19,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
65446,2024 Baja Rancho Cinega Redonda 1,2024 Baja Ciénega Redonda North p2,Successful,ND_INVALID_BREEDING_TYPE,Not ARI-scorable,0.5,No female denominator,Complex,"Asynchronous, Sequential",2024-05-25,Cattails,350,2024-04-23,2024-08-19,2024-05-16,2024-05-22,7,273,0,0.0,2024-05-30,2024-06-05,7,273,55,0.201,,2024-06-03,2024-06-10,8,312,217,0.696,Yes,2024-06-10
65447,2024 Baja Rancho Cinega Redonda 2,2024 Baja Ciénega Redonda South p1,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Sequential,,2024-04-29,Cattails,100,2024-04-23,2024-08-01,2024-04-20,2024-04-26,7,147,69,0.469,2024-05-04,2024-05-10,7,273,209,0.766,1.633,2024-05-08,2024-05-15,8,312,169,0.542,Yes,2024-05-15
65447,2024 Baja Rancho Cinega Redonda 2,2024 Baja Ciénega Redonda South p2,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Sequential,,2024-06-04,Cattails,100,2024-04-23,2024-08-01,2024-05-26,2024-06-01,7,273,69,0.253,2024-06-09,2024-06-15,7,273,208,0.762,3.012,2024-06-13,2024-06-20,8,312,38,0.122,Yes,2024-06-20
65444,2024 Baja Lago Mesa Redonda,2024 Baja Lago Mesa Redonda p1,Successful,NHD,Not ARI-scorable,0.5,Not evaluated,Asynchronous,,NHD,Cattails,150,2024-05-02,2024-08-04,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
65444,2024 Baja Lago Mesa Redonda,2024 Baja Lago Mesa Redonda p2,REVIEW_MISSING_OUTCOME,ND_INVALID_BREEDING_TYPE,Not ARI-scorable,0.5,Moderate female denominator,Asynchronous,,2024-05-22,Cattails,150,2024-05-02,2024-08-04,2024-05-13,2024-05-19,7,273,8,0.029,2024-05-27,2024-06-02,7,273,116,0.425,,2024-05-31,2024-06-07,8,312,273,0.875,Yes,2024-06-07
65453,2024 Colusa NWR T27.1,2024 Colusa NWR T27-1&2 p1,Partially Abandoned,OK,Reduced offspring acoustic activity,0.5,Stable female denominator,Simple,,2024-06-13,"Bulrush, cattails",17500,2024-04-24,2024-09-03,2024-06-04,2024-06-10,7,273,130,0.476,2024-06-18,2024-06-24,7,273,6,0.022,0.046,2024-06-22,2024-06-29,8,312,1,0.003,Yes,2024-06-27
65454,2024 Colusa NWR T27.2,2024 Colusa NWR T27-2S p1,No Colony,NHD,Not ARI-scorable,0.5,Not evaluated,No Colony,,NHD,"Bulrush, cattails",No Colony,2024-04-24,2024-08-04,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
63115,2024 Dublin Ranch Preserve - Lin Livermore Conservation Area,2024 Dagnino Pond p1,Successful,OK,High offspring acoustic activity,0.5,Low female denominator,Simple,,2024-05-31,"Bulrush, cattails, Mustard",400,2024-05-21,2024-08-15,2024-05-22,2024-05-28,7,273,3,0.011,2024-06-05,2024-06-11,7,273,14,0.051,4.636,2024-06-09,2024-06-16,8,312,28,0.09,Yes,2024-06-16
65456,2024 Kern 1 - check lat lon,2024 Kern 1 p1,No Colony,NHD,Not ARI-scorable,0.5,Not evaluated,No Colony,,NHD,NEED,NEED,2024-04-08,2024-08-12,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
63044,2024 Los Vaqueros Reservoir,2024 Los Vaqueros Playa p1,Partially Abandoned,OK,Reduced offspring acoustic activity,0.5,Moderate female denominator,Sequential,,2024-05-05,Himalayan blackberry,500,2024-03-15,2024-06-24,2024-04-26,2024-05-02,7,273,7,0.026,2024-05-10,2024-05-16,7,273,0,0.0,0.0,2024-05-14,2024-05-21,8,312,3,0.01,Yes,2024-05-19
63044,2024 Los Vaqueros Reservoir,2024 Los Vaqueros Playa p2,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Sequential,,~2024-06-08,Himalayan blackberry,500,2024-03-15,2024-06-24,2024-05-30,2024-06-05,7,273,240,0.879,2024-06-13,2024-06-19,7,264,150,0.568,0.646,2024-06-17,2024-06-24,8,264,30,0.114,Yes,2024-06-23
63085,2024 Markham Ravine 1,2024 Markham Ravine 1 p1,No TRBL,NHD,Not ARI-scorable,0.5,Not evaluated,No TRBL,,NHD,"Himalayan blackberry, willow",No Colony,2024-05-07,2024-05-24,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
63088,2024 Markham Ravine 2,2024 Markham Ravine 2 p1,No TRBL,NHD,Not ARI-scorable,0.5,Not evaluated,No TRBL,,NHD,"Himalayan blackberry, willow",No Colony,2024-05-07,2024-05-24,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
63113,2024 Markham Ravine 3,2024 Markham Ravine 3 p1,No TRBL,NHD,Not ARI-scorable,0.5,Not evaluated,No TRBL,,NHD,"Himalayan blackberry, willow",No Colony,2024-05-07,2024-05-24,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
63114,2024 Merced NWR - Cottonwood Trail,2024 Merced NWR - Duck Slough Farmfield p1,Successful,NHD,Not ARI-scorable,0.5,Not evaluated,Asynchronous,,NHD,"Milk thistle, mustard",5000,2024-04-25,2024-07-12,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
63087,2024 Moore Lake - confirm lat lon,2024 Moore's Lake p1,No TRBL,NHD,Not ARI-scorable,0.5,Not evaluated,No TRBL,,NHD,Cattails,No Colony,2024-04-10,2024-07-01,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
66012,2024 Newberry Springs,2024 Newberry Springs  - Croydon Avenue p1,Successful,NHD,Not ARI-scorable,0.5,Not evaluated,Unknown,,NHD,"Cattails, willows",150,2024-05-27,2024-06-02,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
77023,2024 North Regional Pond,2024 North Regional Pond p1,No Colony,NHD,Not ARI-scorable,0.5,Not evaluated,No Colony,,NHD,"Mustard, milk thistle",6000,2024-04-16,2024-06-02,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
63086,2024 OR Eureka Lane,2024 Oregon State -  Metolius Eureka Lane p1,No TRBL,NHD,Not ARI-scorable,0.5,Not evaluated,No TRBL,,NHD,"Cattails, Himalayan blackberry",87,2024-05-04,2024-07-14,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
65471,2024 Panoche Creek Preserve - Dollar Marsh East,2024 Panoche Creek Marsh East p1,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Simple,,2024-04-29,"Cattails, bulrush",1250,2024-04-15,2024-08-01,2024-04-20,2024-04-26,7,273,181,0.663,2024-05-04,2024-05-10,7,273,207,0.758,1.143,2024-05-08,2024-05-15,8,312,88,0.282,Yes,2024-05-15
65471,2024 Panoche Creek Preserve - Dollar Marsh East,2024 Panoche Creek Marsh East p2,REVIEW_MISSING_OUTCOME,OK,High offspring acoustic activity,0.5,Low female denominator,Simple,,~2024-06-04,"Cattails, bulrush",1250,2024-04-15,2024-08-01,2024-05-26,2024-06-01,7,273,3,0.011,2024-06-09,2024-06-15,7,273,8,0.029,2.636,2024-06-13,2024-06-20,8,312,6,0.019,Yes,2024-06-17
65469,2024 Panoche Creek Preserve - Dollar Marsh South,2024 Panoche Creek Marsh South p1,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Simple,,2024-05-01,"Cattails, bulrush",300,2024-04-16,2024-08-01,2024-04-22,2024-04-28,7,273,202,0.74,2024-05-06,2024-05-12,7,273,168,0.615,0.831,2024-05-10,2024-05-17,8,312,0,0.0,No,ND
65470,2024 Panoche Creek Preserve - Dollar Marsh West,2024 Panoche Creek Marsh West p1,Successful,OK,High offspring acoustic activity,0.5,Stable female denominator,Simple,,2024-05-05,"Cattails, bulrush",300,2024-04-15,2024-08-01,2024-04-26,2024-05-02,7,273,187,0.685,2024-05-10,2024-05-16,7,273,198,0.725,1.058,2024-05-14,2024-05-21,8,312,97,0.311,Yes,2024-05-21
63656,2024 Rancho Jamul - Main Pond 1,2024 Rancho Jamul - Main Pond 1 p1,Successful,NHD,Not ARI-scorable,0.5,Not evaluated,Complex,"Asynchronous, Sequential",NHD,NEED,NEED,2024-03-26,2024-08-07,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
63656,2024 Rancho Jamul - Main Pond 1,2024 Rancho Jamul - Main Pond 1 p2,Successful,ND_INVALID_BREEDING_TYPE,Not ARI-scorable,0.5,Low female denominator,Complex,"Asynchronous, Sequential",~2024-05-26,NEED,NEED,2024-03-26,2024-08-07,2024-05-17,2024-05-23,7,273,4,0.015,2024-05-31,2024-06-06,7,273,3,0.011,,2024-06-04,2024-06-11,8,312,24,0.077,Yes,2024-06-10
63657,2024 Rancho Jamul - Main Pond 2,2024 Rancho Jamul - Main Pond 2 p1,Successful,ND_INVALID_BREEDING_TYPE,Not ARI-scorable,0.5,No female denominator,Complex,"Asynchronous, Sequential",2024-04-25,NEED,NEED,2024-03-26,2024-07-06,2024-04-16,2024-04-22,7,273,0,0.0,2024-04-30,2024-05-06,7,273,0,0.0,,2024-05-04,2024-05-11,8,312,0,0.0,No,ND
63657,2024 Rancho Jamul - Main Pond 2,2024 Rancho Jamul - Main Pond 2 p2,Successful,ND_INVALID_BREEDING_TYPE,Not ARI-scorable,0.5,Low female denominator,Complex,"Asynchronous, Sequential",2024-05-26,NEED,NEED,2024-03-26,2024-07-06,2024-05-17,2024-05-23,7,273,2,0.007,2024-05-31,2024-06-06,7,273,2,0.007,,2024-06-04,2024-06-11,8,312,30,0.096,Yes,2024-06-11
63468,2024 Rancho Jamul - North Pond,2024 Rancho Jamul - North Pond p1,No Colony,NHD,Not ARI-scorable,0.5,Not evaluated,No Colony,,NHD,NEED,NEED,2024-03-27,2024-06-22,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
63089,2024 SJWA Thistle NW of Bridge Street Pond,2024 San Jacinto Wildlife Area - Thistle Patch NE of Bridge Street Pond p1,Successful,NHD,Not ARI-scorable,0.5,Not evaluated,Simple,,NHD,Milk thistle,100,2024-06-05,2024-06-22,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
63049,2024 Ohlone - Santa Lucia Preserve,2024 Santa Lucia Preserve - Ohlone Pond p1,Successful,ND_INVALID_BREEDING_TYPE,Not ARI-scorable,0.5,Stable female denominator,Asynchronous,,2024-05-02,Bulrush (Schoenoplectus spp.),250,2024-04-10,2024-07-01,2024-04-23,2024-04-29,7,273,22,0.081,2024-05-07,2024-05-13,7,273,80,0.293,,2024-05-11,2024-05-18,8,312,4,0.013,Yes,2024-05-18
63738,2024 Sedgwick,2024 Sedgwick Reserve Pond p1,Successful,ND_INVALID_BREEDING_TYPE,Not ARI-scorable,0.5,Moderate female denominator,Asynchronous,,2024-04-20,Cattails,300,2024-04-04,2024-08-04,2024-04-11,2024-04-17,7,273,7,0.026,2024-04-25,2024-05-01,7,273,104,0.381,,2024-04-29,2024-05-06,8,312,4,0.013,Yes,2024-05-06
63116,2024 WA Harder Spring,2024 Washington State - Harder Spring p1,Successful,OK,Reduced offspring acoustic activity,0.5,Moderate female denominator,Sequential,,2024-06-07,"Bulrush, cattails, common reed",100,2024-03-25,2024-08-03,2024-05-29,2024-06-04,7,273,7,0.026,2024-06-12,2024-06-18,7,273,0,0.0,0.0,2024-06-16,2024-06-23,8,312,1,0.003,Yes,2024-06-22
63116,2024 WA Harder Spring,2024 Washington State - Harder Spring p2,Successful,OK,High offspring acoustic activity,0.5,Moderate female denominator,Sequential,,2024-07-18,"Bulrush, cattails, common reed",100,2024-03-25,2024-08-03,2024-07-09,2024-07-15,7,273,6,0.022,2024-07-23,2024-07-29,7,273,19,0.07,3.182,2024-07-27,2024-08-03,8,312,71,0.228,Yes,2024-08-03
63465,2024 WA McCain Pond,2024 Washington State - McCain Wetlands p1,Partially Abandoned,OK,Reduced offspring acoustic activity,0.5,Moderate female denominator,Simple,,~2024-05-02,"Cattails, common reed",600,2024-03-29,2024-08-09,2024-04-23,2024-04-29,7,273,13,0.048,2024-05-07,2024-05-13,7,273,6,0.022,0.458,2024-05-11,2024-05-18,8,312,1,0.003,Yes,2024-05-15
65481,2024 Wind Wolves Preserve - Los Lobos,2024 Wind Wolves Preserve - Los Lobos p1,Successful,NHD,Not ARI-scorable,0.5,Not evaluated,Sequential,,NHD,Stinging nettle,100,2024-04-30,2024-09-11,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
65481,2024 Wind Wolves Preserve - Los Lobos,2024 Wind Wolves Preserve - Los Lobos p2,Successful,ND_NO_FEMALE_CALLS,Not ARI-scorable,0.5,No female denominator,Sequential,,2024-05-21,Stinging nettle,100,2024-04-30,2024-09-11,2024-05-12,2024-05-18,7,273,0,0.0,2024-05-26,2024-06-01,7,273,17,0.062,,2024-05-30,2024-06-06,8,312,50,0.16,Yes,2024-06-06
65482,2024 Wind Wolves Preserve - Pleitito,2024 Wind Wolves Preserve - Pleitito Creek p1,Successful,ND_INVALID_BREEDING_TYPE,Not ARI-scorable,0.5,No female denominator,Complex,"Asynchronous, Sequential",~2024-04-18,Stinging nettle,35,2024-04-26,2024-08-11,2024-04-09,2024-04-15,7,0,0,0.0,2024-04-23,2024-04-29,7,149,102,0.685,,2024-04-27,2024-05-04,8,312,99,0.317,Yes,2024-05-04
65482,2024 Wind Wolves Preserve - Pleitito,2024 Wind Wolves Preserve - Pleitito Creek p2,Successful,ND_INVALID_BREEDING_TYPE,Not ARI-scorable,0.5,Moderate female denominator,Complex,"Asynchronous, Sequential",2024-05-25,Stinging nettle,35,2024-04-26,2024-08-11,2024-05-16,2024-05-22,7,273,9,0.033,2024-05-30,2024-06-05,7,273,139,0.509,,2024-06-03,2024-06-10,8,312,12,0.038,Yes,2024-06-10
65483,2024 Wind Wolves Preserve - Santiago,2024 Wind Wolves Preserve - Santiago Wetlands p1,Successful,NHD,Not ARI-scorable,0.5,Not evaluated,Asynchronous,,NHD,"Cattails, Stinging nettle",275,2024-04-30,2024-08-31,ND,ND,0,0,0,0.0,ND,ND,0,0,0,0.0,,ND,ND,0,0,0,0.0,No,NHD
65480,2024 Wind Wolves Preserve - Tevis,2024 Wind Wolves Preserve - Tevis p1,Successful,ND_NO_FEMALE_CALLS,Not ARI-scorable,0.5,No female denominator,Simple,,2024-05-03,Stinging nettle,7,2024-04-30,2024-09-24,2024-04-24,2024-04-30,7,24,0,0.0,2024-05-08,2024-05-14,7,273,4,0.015,,2024-05-12,2024-05-19,8,312,33,0.106,Yes,2024-05-19
