Site	Date	Recording_Name	Row_Index	Error_Type	Column	Invalid_Value
2017 Rush Ranch	2017-06-15 13:00:00	Rush_Ranch-2017-06-15_13-00.flac	7428	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-06-15 17:00:00	Rush_Ranch-2017-06-15_17-00.flac	7440	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-06-15 19:00:00	Rush_Ranch-2017-06-15_19-00.flac	7446	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-06-15 20:00:00	Rush_Ranch-2017-06-15_20-00.flac	7449	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-06-16 15:00:00	Rush_Ranch-2017-06-16_15-00.flac	7506	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-06-16 17:00:00	Rush_Ranch-2017-06-16_17-00.flac	7512	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-16 18:00:00	Rush_Ranch-2017-06-16_18-00.flac	7515	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-06-17 07:00:00	RushRanch-2017-06-17_07-00.flac	7554	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-06-17 12:00:00	RushRanch-2017-06-17_12-00.flac	7583	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-17 15:00:00	RushRanch-2017-06-17_15-00.flac	7592	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-17 19:00:00	RushRanch-2017-06-17_19-00.flac	7604	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-06-17 20:00:00	RushRanch-2017-06-17_20-00.flac	7607	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-06-18 07:00:00	RushRanch-2017-06-18_07-00.flac	7640	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-18 09:00:00	RushRanch-2017-06-18_09-00.flac	7646	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-06-18 12:00:00	RushRanch-2017-06-18_12-00.flac	7655	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-18 13:00:00	RushRanch-2017-06-18_13-00.flac	7658	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-18 14:00:00	RushRanch-2017-06-18_14-00.flac	7661	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-19 07:00:00	RushRanch-2017-06-19_07-00.flac	7712	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-19 12:00:00	RushRanch-2017-06-19_12-00.flac	7727	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-19 13:00:00	RushRanch-2017-06-19_13-00.flac	7730	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-19 14:00:00	RushRanch-2017-06-19_14-00.flac	7733	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-06-19 14:00:00	RushRanch-2017-06-19_14-00.flac	7733	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-19 14:00:00	RushRanch-2017-06-19_14-00.flac	7733	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-19 18:00:00	RushRanch-2017-06-19_18-00.flac	7745	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-19 20:00:00	RushRanch-2017-06-19_20-00.flac	7751	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-20 06:00:00	RushRanch-2017-06-20_06-00.flac	7781	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-20 09:00:00	RushRanch-2017-06-20_09-00.flac	7790	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-20 11:00:00	RushRanch-2017-06-20_11-00.flac	7796	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-20 13:00:00	RushRanch-2017-06-20_13-00.flac	7802	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-20 15:00:00	RushRanch-2017-06-20_15-00.flac	7808	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-20 16:00:00	RushRanch-2017-06-20_16-00.flac	7811	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-20 17:00:00	RushRanch-2017-06-20_17-00.flac	7814	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-20 20:00:00	RushRanch-2017-06-20_20-00.flac	7823	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-21 06:00:00	RushRanch-2017-06-21_06-00.flac	7853	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-21 07:00:00	RushRanch-2017-06-21_07-00.flac	7856	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-21 08:00:00	Rush_Ranch-2017-06-21_08-00.flac	7859	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-21 09:00:00	Rush_Ranch-2017-06-21_09-00.flac	7862	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-21 09:00:00	Rush_Ranch-2017-06-21_09-00.flac	7862	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-21 11:00:00	Rush_Ranch-2017-06-21_11-00.flac	7868	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-21 12:00:00	Rush_Ranch-2017-06-21_12-00.flac	7871	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-21 13:00:00	Rush_Ranch-2017-06-21_13-00.flac	7874	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-21 14:00:00	Rush_Ranch-2017-06-21_14-00.flac	7877	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-21 14:00:00	Rush_Ranch-2017-06-21_14-00.flac	7877	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-21 15:00:00	Rush_Ranch-2017-06-21_15-00.flac	7880	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-21 16:00:00	Rush_Ranch-2017-06-21_16-00.flac	7883	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-21 17:00:00	Rush_Ranch-2017-06-21_17-00.flac	7886	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-21 18:00:00	Rush_Ranch-2017-06-21_18-00.flac	7889	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-21 19:00:00	Rush_Ranch-2017-06-21_19-00.flac	7892	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-21 19:00:00	Rush_Ranch-2017-06-21_19-00.flac	7892	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-22 06:00:00	Rush_Ranch-2017-06-22_06-00.flac	7925	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-22 07:00:00	Rush_Ranch-2017-06-22_07-00.flac	7928	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-22 08:00:00	Rush_Ranch-2017-06-22_08-00.flac	7931	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-22 09:00:00	Rush_Ranch-2017-06-22_09-00.flac	7934	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-22 09:00:00	Rush_Ranch-2017-06-22_09-00.flac	7934	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-22 11:00:00	Rush_Ranch-2017-06-22_11-00.flac	7940	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-22 12:00:00	Rush_Ranch-2017-06-22_12-00.flac	7943	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-22 13:00:00	Rush_Ranch-2017-06-22_13-00.flac	7946	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-22 14:00:00	Rush_Ranch-2017-06-22_14-00.flac	7949	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-22 15:00:00	Rush_Ranch-2017-06-22_15-00.flac	7952	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-22 16:00:00	Rush_Ranch-2017-06-22_16-00.flac	7955	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-22 17:00:00	Rush_Ranch-2017-06-22_17-00.flac	7958	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-22 17:00:00	Rush_Ranch-2017-06-22_17-00.flac	7958	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-22 18:00:00	Rush_Ranch-2017-06-22_18-00.flac	7961	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-23 06:00:00	Rush_Ranch-2017-06-23_06-00.flac	7997	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-23 08:00:00	Rush_Ranch-2017-06-23_08-00.flac	8003	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-23 09:00:00	Rush_Ranch-2017-06-23_09-00.flac	8006	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-23 10:00:00	Rush_Ranch-2017-06-23_10-00.flac	8009	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-23 11:00:00	Rush_Ranch-2017-06-23_11-00.flac	8012	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-23 12:00:00	Rush_Ranch-2017-06-23_12-00.flac	8015	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-23 13:00:00	Rush_Ranch-2017-06-23_13-00.flac	8018	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-23 14:00:00	Rush_Ranch-2017-06-23_14-00.flac	8021	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-23 14:00:00	Rush_Ranch-2017-06-23_14-00.flac	8021	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-23 15:00:00	Rush_Ranch-2017-06-23_15-00.flac	8024	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-06-23 15:00:00	Rush_Ranch-2017-06-23_15-00.flac	8024	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-23 16:00:00	Rush_Ranch-2017-06-23_16-00.flac	8027	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-23 17:00:00	Rush_Ranch-2017-06-23_17-00.flac	8030	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-23 17:00:00	Rush_Ranch-2017-06-23_17-00.flac	8030	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-23 18:00:00	Rush_Ranch-2017-06-23_18-00.flac	8033	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-23 19:00:00	Rush_Ranch-2017-06-23_19-00.flac	8036	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-23 20:00:00	Rush_Ranch-2017-06-23_20-00.flac	8039	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-24 06:00:00	Rush_Ranch-2017-06-24_06-00.flac	8069	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-24 07:00:00	Rush_Ranch-2017-06-24_07-00.flac	8072	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-06-24 07:00:00	Rush_Ranch-2017-06-24_07-00.flac	8072	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-24 08:00:00	Rush_Ranch-2017-06-24_08-00.flac	8075	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-24 08:00:00	Rush_Ranch-2017-06-24_08-00.flac	8075	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-24 09:00:00	Rush_Ranch-2017-06-24_09-00.flac	8078	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-24 09:00:00	Rush_Ranch-2017-06-24_09-00.flac	8078	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-24 10:00:00	Rush_Ranch-2017-06-24_10-00.flac	8081	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-24 11:00:00	Rush_Ranch-2017-06-24_11-00.flac	8084	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-24 12:00:00	Rush_Ranch-2017-06-24_12-00.flac	8087	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-24 13:00:00	Rush_Ranch-2017-06-24_13-00.flac	8090	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-24 13:00:00	Rush_Ranch-2017-06-24_13-00.flac	8090	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-24 14:00:00	Rush_Ranch-2017-06-24_14-00.flac	8093	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-24 15:00:00	Rush_Ranch-2017-06-24_15-00.flac	8096	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-24 16:00:00	Rush_Ranch-2017-06-24_16-00.flac	8099	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-24 17:00:00	Rush_Ranch-2017-06-24_17-00.flac	8102	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-24 18:00:00	Rush_Ranch-2017-06-24_18-00.flac	8105	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-24 18:00:00	Rush_Ranch-2017-06-24_18-00.flac	8105	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-24 19:00:00	Rush_Ranch-2017-06-24_19-00.flac	8108	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-24 19:00:00	Rush_Ranch-2017-06-24_19-00.flac	8108	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-24 20:00:00	Rush_Ranch-2017-06-24_20-00.flac	8111	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-25 06:00:00	Rush_Ranch-2017-06-25_06-00.flac	8141	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-25 07:00:00	Rush_Ranch-2017-06-25_07-00.flac	8144	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-25 07:00:00	Rush_Ranch-2017-06-25_07-00.flac	8144	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-25 08:00:00	Rush_Ranch-2017-06-25_08-00.flac	8147	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-25 09:00:00	Rush_Ranch-2017-06-25_09-00.flac	8150	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-25 10:00:00	Rush_Ranch-2017-06-25_10-00.flac	8153	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-25 11:00:00	Rush_Ranch-2017-06-25_11-00.flac	8156	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-25 11:00:00	Rush_Ranch-2017-06-25_11-00.flac	8156	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-25 12:00:00	Rush_Ranch-2017-06-25_12-00.flac	8159	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-25 13:00:00	Rush_Ranch-2017-06-25_13-00.flac	8162	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-25 14:00:00	Rush_Ranch-2017-06-25_14-00.flac	8165	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-25 15:00:00	Rush_Ranch-2017-06-25_15-00.flac	8168	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-25 16:00:00	Rush_Ranch-2017-06-25_16-00.flac	8171	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-25 16:00:00	Rush_Ranch-2017-06-25_16-00.flac	8171	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-25 17:00:00	Rush_Ranch-2017-06-25_17-00.flac	8174	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-25 18:00:00	Rush_Ranch-2017-06-25_18-00.flac	8177	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-25 19:00:00	Rush_Ranch-2017-06-25_19-00.flac	8180	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-26 06:00:00	Rush_Ranch-2017-06-26_06-00.flac	8213	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-26 06:00:00	Rush_Ranch-2017-06-26_06-00.flac	8213	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-26 07:00:00	Rush_Ranch-2017-06-26_07-00.flac	8216	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-26 07:00:00	Rush_Ranch-2017-06-26_07-00.flac	8216	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-26 08:00:00	Rush_Ranch-2017-06-26_08-00.flac	8219	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-26 08:00:00	Rush_Ranch-2017-06-26_08-00.flac	8219	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-26 09:00:00	Rush_Ranch-2017-06-26_09-00.flac	8222	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-26 09:00:00	Rush_Ranch-2017-06-26_09-00.flac	8222	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-26 12:00:00	Rush_Ranch-2017-06-26_12-00.flac	8231	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-26 13:00:00	Rush_Ranch-2017-06-26_13-00.flac	8234	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-26 13:00:00	Rush_Ranch-2017-06-26_13-00.flac	8234	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-26 14:00:00	Rush_Ranch-2017-06-26_14-00.flac	8237	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-26 15:00:00	Rush_Ranch-2017-06-26_15-00.flac	8240	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-26 16:00:00	Rush_Ranch-2017-06-26_16-00.flac	8243	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-26 17:00:00	Rush_Ranch-2017-06-26_17-00.flac	8246	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-06-26 17:00:00	Rush_Ranch-2017-06-26_17-00.flac	8246	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-26 17:00:00	Rush_Ranch-2017-06-26_17-00.flac	8246	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-26 18:00:00	Rush_Ranch-2017-06-26_18-00.flac	8249	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-26 18:00:00	Rush_Ranch-2017-06-26_18-00.flac	8249	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-26 19:00:00	Rush_Ranch-2017-06-26_19-00.flac	8252	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-06-26 19:00:00	Rush_Ranch-2017-06-26_19-00.flac	8252	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-26 19:00:00	Rush_Ranch-2017-06-26_19-00.flac	8252	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-26 20:00:00	Rush_Ranch-2017-06-26_20-00.flac	8255	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-27 06:00:00	Rush_Ranch-2017-06-27_06-00.flac	8285	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-27 07:00:00	Rush_Ranch-2017-06-27_07-00.flac	8288	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-27 08:00:00	Rush_Ranch-2017-06-27_08-00.flac	8291	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-27 10:00:00	Rush_Ranch-2017-06-27_10-00.flac	8297	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-27 12:00:00	Rush_Ranch-2017-06-27_12-00.flac	8303	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-27 13:00:00	Rush_Ranch-2017-06-27_13-00.flac	8306	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-27 14:00:00	Rush_Ranch-2017-06-27_14-00.flac	8309	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-27 15:00:00	Rush_Ranch-2017-06-27_15-00.flac	8312	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-27 16:00:00	Rush_Ranch-2017-06-27_16-00.flac	8315	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-27 17:00:00	Rush_Ranch-2017-06-27_17-00.flac	8318	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-27 18:00:00	Rush_Ranch-2017-06-27_18-00.flac	8321	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-27 19:00:00	Rush_Ranch-2017-06-27_19-00.flac	8324	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-27 20:00:00	Rush_Ranch-2017-06-27_20-00.flac	8327	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-28 08:00:00	Rush_Ranch-2017-06-28_08-00.flac	8363	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-28 08:00:00	Rush_Ranch-2017-06-28_08-00.flac	8363	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-28 09:00:00	Rush_Ranch-2017-06-28_09-00.flac	8366	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-06-28 09:00:00	Rush_Ranch-2017-06-28_09-00.flac	8366	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-28 10:00:00	Rush_Ranch-2017-06-28_10-00.flac	8369	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-28 11:00:00	Rush_Ranch-2017-06-28_11-00.flac	8372	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-28 12:00:00	Rush_Ranch-2017-06-28_12-00.flac	8375	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-28 13:00:00	Rush_Ranch-2017-06-28_13-00.flac	8378	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-28 14:00:00	Rush_Ranch-2017-06-28_14-00.flac	8381	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-28 15:00:00	Rush_Ranch-2017-06-28_15-00.flac	8384	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-28 16:00:00	Rush_Ranch-2017-06-28_16-00.flac	8387	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-28 17:00:00	Rush_Ranch-2017-06-28_17-00.flac	8390	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-28 18:00:00	Rush_Ranch-2017-06-28_18-00.flac	8393	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-28 19:00:00	Rush_Ranch-2017-06-28_19-00.flac	8396	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-28 20:00:00	Rush_Ranch-2017-06-28_20-00.flac	8399	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-29 06:00:00	Rush_Ranch-2017-06-29_06-00.flac	8429	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-29 07:00:00	Rush_Ranch-2017-06-29_07-00.flac	8432	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-29 08:00:00	Rush_Ranch-2017-06-29_08-00.flac	8435	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-29 09:00:00	Rush_Ranch-2017-06-29_09-00.flac	8438	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-06-29 10:00:00	Rush_Ranch-2017-06-29_10-00.flac	8441	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
